nhits,parameters_dataset_0,parameters_rows,parameters_start,parameters_facet_0,parameters_facet_1,parameters_facet_2,parameters_facet_3,parameters_facet_4,parameters_format,parameters_timezone,records_0_datasetid,records_0_recordid,records_0_fields_tot_out,records_0_fields_geo_point_2d_0,records_0_fields_geo_point_2d_1,records_0_fields_day_intcare,records_0_fields_date,records_0_fields_reg_code,records_0_fields_day_intcare_new,records_0_fields_region_min,records_0_fields_sex,records_0_fields_tot_death,records_0_fields_nom_dep_min,records_0_fields_day_death_new,records_0_fields_countrycode_iso_3166_1_alpha3,records_0_fields_day_out_new,records_0_fields_day_hosp,records_0_fields_dep_code,records_0_fields_day_hosp_new,records_0_geometry_type,records_0_geometry_coordinates_0,records_0_geometry_coordinates_1,records_0_record_timestamp,facet_groups_0_name,facet_groups_0_facets_0_name,facet_groups_0_facets_0_count,facet_groups_0_facets_0_state,facet_groups_0_facets_0_path,facet_groups_1_name,facet_groups_1_facets_0_name,facet_groups_1_facets_0_count,facet_groups_1_facets_0_state,facet_groups_1_facets_0_path,facet_groups_2_name,facet_groups_2_facets_0_name,facet_groups_2_facets_0_count,facet_groups_2_facets_0_state,facet_groups_2_facets_0_path,facet_groups_3_name,facet_groups_3_facets_0_name,facet_groups_3_facets_0_count,facet_groups_3_facets_0_state,facet_groups_3_facets_0_path,facet_groups_4_name,facet_groups_4_facets_0_name,facet_groups_4_facets_0_count,facet_groups_4_facets_0_state,facet_groups_4_facets_0_path
1,donnees-hospitalieres-covid-19-dep-france@public,999,0,date,countrycode_iso_3166_1_alpha3,region_min,nom_dep_min,sex,json,UTC,donnees-hospitalieres-covid-19-dep-france@public,cec124b5786691875431ca0b78c8d1a74ee7b3ce,11217,48.8557954256,2.34411308321,135,2021-01-01,11,9,Île-de-France,Tous,2677,Paris,8,FRA,20,771,75,23,Point,2.34411308321,48.8557954256,2022-02-21T19:30:00+00:00,date,2021,1,displayed,2021,countrycode_iso_3166_1_alpha3,FRA,1,displayed,FRA,region_min,Île-de-France,1,displayed,Île-de-France,nom_dep_min,Paris,1,refined,Paris,sex,Tous,1,refined,Tous
